tag,type,n,text,xml:id,who,lemma,ana,part,next,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.163,roses,fs-tgv-0319870,,rose,#n2,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.163,in,fs-tgv-0319890,,in,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.163,her,fs-tgv-0319910,,her,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.163,cheeks,fs-tgv-0319930,,cheek,#n2,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.164,,ftln-1987,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.164,And,fs-tgv-0319940,,and,#cc,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,pinched,fs-tgv-0319960,,pinch,#vvn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,the,fs-tgv-0319980,,the,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,lily,fs-tgv-0320000,,lily,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,tincture,fs-tgv-0320020,,ticture,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,of,fs-tgv-0320040,,of,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,her,fs-tgv-0320060,,her,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.164,face,fs-tgv-0320080,,face,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.164,",",fs-tgv-0320090,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.165,,ftln-1988,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.165,That,fs-tgv-0320100,,that,#cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,now,fs-tgv-0320120,,now,#av,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,she,fs-tgv-0320140,,she,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,is,fs-tgv-0320160,,be,#vvz,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,become,fs-tgv-0320180,,become,#vvn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,as,fs-tgv-0320200,,as,#acp-av,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,black,fs-tgv-0320220,,black,#j,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,as,fs-tgv-0320240,,as,#acp-cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.165,I,fs-tgv-0320260,,i,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.165,.,fs-tgv-0320270,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
sp,,,,sp-1989,{'#Sylvia_TGV'},,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
l,,4.4.166,,ftln-1989,,,#short,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
w,,4.4.166,How,fs-tgv-0320290,,how,#crq-q,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.166,tall,fs-tgv-0320310,,tall,#j,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.166,was,fs-tgv-0320330,,be,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.166,she,fs-tgv-0320350,,she,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
pc,,4.4.166,?,fs-tgv-0320360,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Sylvia_TGV
sp,,,,sp-1990,{'#Julia_TGV'},,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
stage,modifier,SD 4.4.167.0,,stg-1990.0,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,SD 4.4.167.0,",",fs-tgv-0320380,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,SD 4.4.167.0,as,fs-tgv-0320400,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,SD 4.4.167.0,Sebastian,fs-tgv-0320420,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.167,,ftln-1990,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.167,About,fs-tgv-0320430,,about,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.167,my,fs-tgv-0320450,,my,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.167,stature,fs-tgv-0320470,,stature,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.167,;,fs-tgv-0320480,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.167,for,fs-tgv-0320500,,for,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.167,at,fs-tgv-0320520,,at,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.167,Pentecost,fs-tgv-0320540,,Pentecost,#n1-nn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.167,",",fs-tgv-0320550,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.168,,ftln-1991,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.168,When,fs-tgv-0320560,,when,#crq-cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,all,fs-tgv-0320580,,all,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,our,fs-tgv-0320600,,our,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,pageants,fs-tgv-0320620,,pageant,#n2,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,of,fs-tgv-0320640,,of,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,delight,fs-tgv-0320660,,delight,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,were,fs-tgv-0320680,,be,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.168,played,fs-tgv-0320700,,play,#vvn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.168,",",fs-tgv-0320710,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.169,,ftln-1992,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.169,Our,fs-tgv-0320720,,our,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,youth,fs-tgv-0320740,,youth,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,got,fs-tgv-0320760,,get,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,me,fs-tgv-0320780,,i,#pno,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,to,fs-tgv-0320800,,to,#acp-cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,play,fs-tgv-0320820,,play,#vvi,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,the,fs-tgv-0320840,,the,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,woman’s,fs-tgv-0320860,,woman,#n1g,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.169,part,fs-tgv-0320880,,part,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.169,",",fs-tgv-0320890,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.170,,ftln-1993,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.170,And,fs-tgv-0320900,,and,#cc,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,I,fs-tgv-0320920,,i,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,was,fs-tgv-0320940,,be,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,trimmed,fs-tgv-0320960,,trim,#vvn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,in,fs-tgv-0320980,,in,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,Madam,fs-tgv-0321000,,madam,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,Julia’s,fs-tgv-0321020,,Julia,#n1g-nn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.170,gown,fs-tgv-0321040,,gown,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.170,",",fs-tgv-0321050,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.171,,ftln-1994,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.171,Which,fs-tgv-0321060,,which,#crq-r,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,served,fs-tgv-0321080,,serve,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,me,fs-tgv-0321100,,i,#pno,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,as,fs-tgv-0321120,,as,#acp-av,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,fit,fs-tgv-0321140,,fit,#j,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.171,",",fs-tgv-0321150,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,by,fs-tgv-0321170,,by,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,all,fs-tgv-0321190,,all,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,men’s,fs-tgv-0321210,,man,#n2g,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.171,judgments,fs-tgv-0321230,,judgement,#n2,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.171,",",fs-tgv-0321240,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.172,,ftln-1995,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.172,As,fs-tgv-0321250,,as,#acp-cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,if,fs-tgv-0321270,,if,#cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,the,fs-tgv-0321290,,the,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,garment,fs-tgv-0321310,,garment,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,had,fs-tgv-0321330,,have,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,been,fs-tgv-0321350,,be,#vvn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,made,fs-tgv-0321370,,make,#vvn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,for,fs-tgv-0321390,,for,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.172,me,fs-tgv-0321410,,i,#pno,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.172,;,fs-tgv-0321420,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.173,,ftln-1996,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.173,Therefore,fs-tgv-0321430,,therefore,#av,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,I,fs-tgv-0321450,,i,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,know,fs-tgv-0321470,,know,#vvb,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,she,fs-tgv-0321490,,she,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,is,fs-tgv-0321510,,be,#vvz,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,about,fs-tgv-0321530,,about,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,my,fs-tgv-0321550,,my,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.173,height,fs-tgv-0321570,,height,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.173,.,fs-tgv-0321580,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.174,,ftln-1997,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.174,And,fs-tgv-0321590,,and,#cc,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,at,fs-tgv-0321610,,at,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,that,fs-tgv-0321630,,that,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,time,fs-tgv-0321650,,time,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,I,fs-tgv-0321670,,i,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,made,fs-tgv-0321690,,make,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,her,fs-tgv-0321710,,her,#po,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,weep,fs-tgv-0321730,,weep,#vvi,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.174,agood,fs-tgv-0321750,,agood,#av,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.174,",",fs-tgv-0321760,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.175,,ftln-1998,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.175,For,fs-tgv-0321770,,for,#acp-cs,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.175,I,fs-tgv-0321790,,i,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.175,did,fs-tgv-0321810,,do,#vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.175,play,fs-tgv-0321830,,play,#vvi,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.175,a,fs-tgv-0321850,,a,#d,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.175,lamentable,fs-tgv-0321870,,lamentable,#j,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.175,part,fs-tgv-0321890,,part,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.175,;,fs-tgv-0321900,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.176,,ftln-1999,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.176,Madam,fs-tgv-0321910,,madam,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.176,",",fs-tgv-0321920,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.176,’twas,fs-tgv-0321940,,it|be,#pn|vvd,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.176,Ariadne,fs-tgv-0321960,,Ariadne,#n1-nn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.176,",",fs-tgv-0321970,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.176,passioning,fs-tgv-0321990,,passion,#vvg,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.177,,ftln-2000,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.177,For,fs-tgv-0322000,,for,#acp-p,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.177,Theseus’,fs-tgv-0322020,,Theseus,#n1g-nn,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.177,perjury,fs-tgv-0322040,,perjury,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.177,and,fs-tgv-0322060,,and,#cc,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.177,unjust,fs-tgv-0322080,,unjust,#j,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.177,flight,fs-tgv-0322100,,flight,#n1,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
pc,,4.4.177,",",fs-tgv-0322110,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
l,,4.4.178,,ftln-2001,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
w,,4.4.178,Which,fs-tgv-0322120,,which,#crq-r,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.178,I,fs-tgv-0322140,,i,#pns,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
c,,, ,,,,,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,
w,,4.4.178,so,fs-tgv-0322160,,so,#av,,,,,4,4,#Julia_TGV #Sylvia_TGV,74,#Julia_TGV
