tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,next,unit,corresp,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.18,she,fs-ham-0454310,,she,#pns,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.18,may,fs-ham-0454330,,may,#vmb,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.19,strew,fs-ham-0454340,,strew,#vvi,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
l,,4.5.20,,ftln-2919,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
w,,4.5.20,Dangerous,fs-ham-0454350,,dangerous,#j,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.20,conjectures,fs-ham-0454370,,conjecture,#n2,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.20,in,fs-ham-0454390,,in,#acp-p,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.20,ill-breeding,fs-ham-0454410,,ill-breeding,#j,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.20,minds,fs-ham-0454430,,mind,#n2,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
pc,,4.5.20,.,fs-ham-0454440,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Horatio_Ham
sp,,,,sp-2920,{'#Gertrude_Ham'},,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
l,,4.5.21,,ftln-2920,,,#short,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
w,,4.5.21,Let,fs-ham-0454460,,let,#vvb,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.21,her,fs-ham-0454480,,she,#pno,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.21,come,fs-ham-0454500,,come,#vvi,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,
w,,4.5.21,in,fs-ham-0454520,,in,#acp-p,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
pc,,4.5.21,.,fs-ham-0454530,,,,,,,,,,4,5,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham,109,#Gertrude_Ham
stage,exit,SD 4.5.21,,stg-2920,{'#ATTENDANTS.1_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
w,,SD 4.5.21,Gentleman,fs-ham-0454540,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,SD 4.5.21,exits,fs-ham-0454560,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,SD 4.5.21,.,fs-ham-0454570,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
l,,4.5.22,,ftln-2921,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
stage,delivery,SD 4.5.22,,stg-2921,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
w,,SD 4.5.22,Aside,fs-ham-0454580,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,SD 4.5.22,.,fs-ham-0454590,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,To,fs-ham-0454610,,to,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,my,fs-ham-0454630,,my,#po,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,sick,fs-ham-0454650,,sick,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,soul,fs-ham-0454670,,soul,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
pc,,4.5.22,(,fs-ham-0454690,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
w,,4.5.22,as,fs-ham-0454700,,as,#acp-cs,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,sin’s,fs-ham-0454720,,sin,#n1g,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,true,fs-ham-0454740,,true,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,nature,fs-ham-0454760,,nature,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.22,is,fs-ham-0454780,,be,#vvz,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,4.5.22,),fs-ham-0454790,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,4.5.22,",",fs-ham-0454800,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
l,,4.5.23,,ftln-2922,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
w,,4.5.23,Each,fs-ham-0454810,,each,#d,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,toy,fs-ham-0454830,,toy,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,seems,fs-ham-0454850,,seem,#vvz,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,prologue,fs-ham-0454870,,prologue,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,to,fs-ham-0454890,,to,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,some,fs-ham-0454910,,some,#d,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,great,fs-ham-0454930,,great,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.23,amiss,fs-ham-0454950,,amiss,#av,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,4.5.23,.,fs-ham-0454960,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
l,,4.5.24,,ftln-2923,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
w,,4.5.24,So,fs-ham-0454970,,so,#av,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.24,full,fs-ham-0454990,,full,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.24,of,fs-ham-0455010,,of,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.24,artless,fs-ham-0455030,,artless,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.24,jealousy,fs-ham-0455050,,jealousy,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.24,is,fs-ham-0455070,,be,#vvz,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.24,guilt,fs-ham-0455090,,guilt,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,4.5.24,",",fs-ham-0455100,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
l,,4.5.25,,ftln-2924,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
w,,4.5.25,It,fs-ham-0455110,,it,#pn,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,spills,fs-ham-0455130,,spill,#vvz,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,itself,fs-ham-0455150,,itself,#px,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,in,fs-ham-0455170,,in,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,fearing,fs-ham-0455190,,fear,#vvg,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,to,fs-ham-0455210,,to,#acp-cs,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,be,fs-ham-0455230,,be,#vvi,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,
w,,4.5.25,spilt,fs-ham-0455250,,spill,#vvn,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
pc,,4.5.25,.,fs-ham-0455260,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham,110,#Gertrude_Ham
stage,entrance,SD 4.5.25.1,,stg-2924.1,{'#Ophelia_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,SD 4.5.25.1,Enter,fs-ham-0455270,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,SD 4.5.25.1,Ophelia,fs-ham-0455290,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,SD 4.5.25.1,distracted,fs-ham-0455310,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
pc,,SD 4.5.25.1,.,fs-ham-0455320,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
sp,,,,sp-2925,{'#Ophelia_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
l,,4.5.26,,ftln-2925,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
w,,4.5.26,Where,fs-ham-0455340,,where,#crq-q,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.26,is,fs-ham-0455360,,be,#vvz,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.26,the,fs-ham-0455380,,the,#d,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.26,beauteous,fs-ham-0455400,,beauteous,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.26,Majesty,fs-ham-0455420,,majesty,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.26,of,fs-ham-0455440,,of,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.26,Denmark,fs-ham-0455460,,Denmark,#n1-nn,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
pc,,4.5.26,?,fs-ham-0455470,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
sp,,,,sp-2926,{'#Gertrude_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
l,,4.5.27,,ftln-2926,,,#short,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
w,,4.5.27,How,fs-ham-0455490,,how,#crq-cs,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.27,now,fs-ham-0455510,,now,#av,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
pc,,4.5.27,",",fs-ham-0455520,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.27,Ophelia,fs-ham-0455540,,Ophelia,#n1-nn,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
pc,,4.5.27,?,fs-ham-0455550,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
sp,,,,sp-2927,{'#Ophelia_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
stage,delivery,SD 4.5.28.0,,stg-2927.0,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,SD 4.5.28.0,sings,fs-ham-0455580,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
lg,quatrain,,,stz-2927,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
l,,4.5.28,,ftln-2927,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
w,,4.5.28,How,fs-ham-0455590,,how,#crq-q,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.28,should,fs-ham-0455610,,shall,#vmd,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.28,I,fs-ham-0455630,,i,#pns,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.28,your,fs-ham-0455650,,your,#po,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.28,true,fs-ham-0455670,,true,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.28,love,fs-ham-0455690,,love,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.28,know,fs-ham-0455710,,know,#vvb,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
l,,4.5.29,,ftln-2928,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
w,,4.5.29,From,fs-ham-0455720,,from,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.29,another,fs-ham-0455740,,another,#d,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.29,one,fs-ham-0455760,,one,#pi,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
pc,,4.5.29,?,fs-ham-0455770,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
l,,4.5.30,,ftln-2929,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
w,,4.5.30,By,fs-ham-0455780,,by,#acp-p,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.30,his,fs-ham-0455800,,his,#po,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.30,cockle,fs-ham-0455820,,cockle,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.30,hat,fs-ham-0455840,,hat,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.30,and,fs-ham-0455860,,and,#cc,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.30,staff,fs-ham-0455880,,staff,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
l,,4.5.31,,ftln-2930,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
w,,4.5.31,And,fs-ham-0455890,,and,#cc,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.31,his,fs-ham-0455910,,his,#po,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.31,sandal,fs-ham-0455930,,sandal,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.31,shoon,fs-ham-0455950,,shoe,#n2,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
pc,,4.5.31,.,fs-ham-0455960,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
sp,,,,sp-2931,{'#Gertrude_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
l,,4.5.32,,ftln-2931,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
w,,4.5.32,Alas,fs-ham-0455980,,alas,#uh,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
pc,,4.5.32,",",fs-ham-0455990,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.32,sweet,fs-ham-0456010,,sweet,#j,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.32,lady,fs-ham-0456030,,lady,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
pc,,4.5.32,",",fs-ham-0456040,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.32,what,fs-ham-0456060,,what,#crq-q,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.32,imports,fs-ham-0456080,,import,#vvz,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.32,this,fs-ham-0456100,,this,#d,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
c,,, ,,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,
w,,4.5.32,song,fs-ham-0456120,,song,#n1,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
pc,,4.5.32,?,fs-ham-0456130,,,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Gertrude_Ham
sp,,,,sp-2932,{'#Ophelia_Ham'},,,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
l,,4.5.33,,ftln-2932,,,#short,,,,,,,4,5,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham,111,#Ophelia_Ham
