tag,type,n,text,xml:id,who,lemma,ana,part,rendition,act,scene,onstage,stagegroup_raw,speaker
l,,5.4.163,,ftln-3101,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
w,,5.4.163,The,fs-1h4-0511720,,the,#d,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,trumpet,fs-1h4-0511740,,trumpet,#n1,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,sounds,fs-1h4-0511760,,sound,#vvz,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,retreat,fs-1h4-0511780,,retreat,#n1,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
pc,,5.4.163,;,fs-1h4-0511790,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,the,fs-1h4-0511810,,the,#d,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,day,fs-1h4-0511830,,day,#n1,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,is,fs-1h4-0511850,,be,#vvz,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.163,ours,fs-1h4-0511870,,we,#png,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
pc,,5.4.163,.,fs-1h4-0511880,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
l,,5.4.164,,ftln-3102,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
w,,5.4.164,Come,fs-1h4-0511890,,come,#vvb,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
pc,,5.4.164,",",fs-1h4-0511900,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,brother,fs-1h4-0511920,,brother,#n1,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
pc,,5.4.164,",",fs-1h4-0511930,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,let,fs-1h4-0511950,,let,#vvb,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,us,fs-1h4-0511970,,we,#pno,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,to,fs-1h4-0511990,,to,#acp-p,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,the,fs-1h4-0512010,,the,#d,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,highest,fs-1h4-0512030,,high,#j-s,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,of,fs-1h4-0512050,,of,#acp-p,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,the,fs-1h4-0512070,,the,#d,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.164,field,fs-1h4-0512090,,field,#n1,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
l,,5.4.165,,ftln-3103,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
w,,5.4.165,To,fs-1h4-0512100,,to,#acp-cs,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,see,fs-1h4-0512120,,see,#vvi,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,what,fs-1h4-0512140,,what,#crq-r,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,friends,fs-1h4-0512160,,friend,#n2,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,are,fs-1h4-0512180,,be,#vvb,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,living,fs-1h4-0512200,,live,#vvg,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
pc,,5.4.165,",",fs-1h4-0512210,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,who,fs-1h4-0512230,,who,#crq-r,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,are,fs-1h4-0512250,,be,#vvb,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
c,,, ,,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,
w,,5.4.165,dead,fs-1h4-0512270,,dead,#j,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
pc,,5.4.165,.,fs-1h4-0512280,,,,,,5,4,#Bedford_H5 #Falstaff_1H4 #HenryV_H5 #Hotspur_R2,125,#HenryV_H5
stage,exit,SD 5.4.165.1,,stg-3103.1,"{'#Bedford_H5', '#HenryV_H5'}",,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,SD 5.4.165.1,They,fs-1h4-0512290,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,SD 5.4.165.1,exit,fs-1h4-0512310,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
pc,,SD 5.4.165.1,.,fs-1h4-0512320,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
sp,,,,sp-3104,{'#Falstaff_1H4'},,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
p,,,,p-3104,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
lb,,5.4.166,,ftln-3104,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
w,,5.4.166,I’ll,fs-1h4-0512340,,i|will,#pns|vmb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,follow,fs-1h4-0512360,,follow,#vvi,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.166,",",fs-1h4-0512370,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,as,fs-1h4-0512390,,as,#acp-cs,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,they,fs-1h4-0512410,,they,#pns,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,say,fs-1h4-0512430,,say,#vvb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.166,",",fs-1h4-0512440,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,for,fs-1h4-0512460,,for,#acp-p,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,reward,fs-1h4-0512480,,reward,#n1,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.166,.,fs-1h4-0512490,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,He,fs-1h4-0512510,,he,#pns,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.166,that,fs-1h4-0512530,,that,#cs,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
lb,,5.4.167,,ftln-3105,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
w,,5.4.167,rewards,fs-1h4-0512540,,reward,#vvz,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,me,fs-1h4-0512560,,i,#pno,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.167,",",fs-1h4-0512570,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,God,fs-1h4-0512590,,God,#n1-nn,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,reward,fs-1h4-0512610,,reward,#vvb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,him,fs-1h4-0512630,,he,#pno,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.167,.,fs-1h4-0512640,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,If,fs-1h4-0512660,,if,#cs,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,I,fs-1h4-0512680,,i,#pns,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,do,fs-1h4-0512700,,do,#vvb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,grow,fs-1h4-0512720,,grow,#vvi,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.167,great,fs-1h4-0512740,,great,#j,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.167,",",fs-1h4-0512750,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
lb,,5.4.168,,ftln-3106,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
w,,5.4.168,I’ll,fs-1h4-0512760,,i|will,#pns|vmb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,grow,fs-1h4-0512780,,grow,#vvi,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,less,fs-1h4-0512800,,less,#av-c_d,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.168,",",fs-1h4-0512810,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,for,fs-1h4-0512830,,for,#acp-cs,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,I’ll,fs-1h4-0512850,,i|will,#pns|vmb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,purge,fs-1h4-0512870,,purge,#vvi,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,and,fs-1h4-0512890,,and,#cc,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,leave,fs-1h4-0512910,,leave,#vvi,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,sack,fs-1h4-0512930,,sack,#n1,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,and,fs-1h4-0512950,,and,#cc,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.168,live,fs-1h4-0512970,,live,#vvb,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
lb,,5.4.169,,ftln-3107,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
w,,5.4.169,cleanly,fs-1h4-0512980,,clean,#av_j,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.169,as,fs-1h4-0513000,,as,#acp-cs,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.169,a,fs-1h4-0513020,,a,#d,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.169,nobleman,fs-1h4-0513040,,nobleman,#n1,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.169,should,fs-1h4-0513060,,shall,#vmd,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
c,,, ,,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,
w,,5.4.169,do,fs-1h4-0513080,,do,#vvi,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
pc,,5.4.169,.,fs-1h4-0513090,,,,,,5,4,#Falstaff_1H4 #Hotspur_R2,126,#Falstaff_1H4
stage,exit,SD 5.4.169.1,,stg-3107.1,"{'#Falstaff_1H4', '#Hotspur_R2'}",,,,,5,4,,127,
w,,SD 5.4.169.1,He,fs-1h4-0513100,,,,,,5,4,,127,
c,,, ,,,,,,,5,4,,127,
w,,SD 5.4.169.1,exits,fs-1h4-0513120,,,,,,5,4,,127,
c,,, ,,,,,,,5,4,,127,
w,,SD 5.4.169.1,carrying,fs-1h4-0513140,,,,,,5,4,,127,
c,,, ,,,,,,,5,4,,127,
w,,SD 5.4.169.1,Hotspur’s,fs-1h4-0513160,,,,,,5,4,,127,
c,,, ,,,,,,,5,4,,127,
w,,SD 5.4.169.1,body,fs-1h4-0513180,,,,,,5,4,,127,
pc,,SD 5.4.169.1,.,fs-1h4-0513190,,,,,,5,4,,127,
div,scene,5,,,,,,,,5,5,,127,
stage,mixed,SD 5.5.0,,stg-3107.2,,,,,,5,5,,127,
stage,business,SD 5.5.0,,stg-3107.2a,,,,,,5,5,,127,
stage,sound,SD 5.5.0,,snd-3107.2a,,,trumpet,,,5,5,,127,
w,,SD 5.5.0,The,fs-1h4-0513230,,,,,,5,5,,127,
c,,, ,,,,,,,5,5,,127,
w,,SD 5.5.0,trumpets,fs-1h4-0513250,,,,,,5,5,,127,
c,,, ,,,,,,,5,5,,127,
w,,SD 5.5.0,sound,fs-1h4-0513270,,,,,,5,5,,127,
pc,,SD 5.5.0,.,fs-1h4-0513280,,,,,,5,5,,127,
c,,, ,,,,,,,5,5,,127,
stage,entrance,SD 5.5.0,,stg-3107.2b,"{'#Vernon_1H4', '#SOLDIERS.HENRY_1H4', '#Bedford_H5', '#HenryV_H5', '#Westmoreland_1H4', '#HenryIV_1H4', '#Worcester_1H4'}",,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Enter,fs-1h4-0513300,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,the,fs-1h4-0513320,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,King,fs-1h4-0513340,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
pc,,SD 5.5.0,",",fs-1h4-0513350,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Prince,fs-1h4-0513370,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,of,fs-1h4-0513390,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Wales,fs-1h4-0513410,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
pc,,SD 5.5.0,",",fs-1h4-0513420,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Lord,fs-1h4-0513430,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,John,fs-1h4-0513450,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,of,fs-1h4-0513470,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Lancaster,fs-1h4-0513490,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
pc,,SD 5.5.0,",",fs-1h4-0513500,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Earl,fs-1h4-0513520,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,of,fs-1h4-0513540,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Westmoreland,fs-1h4-0513560,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
pc,,SD 5.5.0,",",fs-1h4-0513570,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,with,fs-1h4-0513590,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
c,,, ,,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
w,,SD 5.5.0,Worcester,fs-1h4-0513600,,,,,,5,5,#Bedford_H5 #HenryIV_1H4 #HenryV_H5 #SOLDIERS.HENRY_1H4 #Vernon_1H4 #Westmoreland_1H4 #Worcester_1H4,128,
