tag,type,n,text,xml:id,who,lemma,ana,rendition,part,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.99,what,fs-wiv-0359960,,what,#crq-r,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.99,they,fs-wiv-0359980,,they,#pns,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.99,shall,fs-wiv-0360000,,shall,#vmb,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
lb,,4.2.100,,ftln-2164,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
w,,4.2.100,do,fs-wiv-0360010,,do,#vvi,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,with,fs-wiv-0360030,,with,#acp-p,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,the,fs-wiv-0360050,,the,#d,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,basket,fs-wiv-0360070,,basket,#n1,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
pc,,4.2.100,.,fs-wiv-0360080,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,Go,fs-wiv-0360100,,go,#vvb,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,up,fs-wiv-0360120,,up,#acp-av,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
pc,,4.2.100,.,fs-wiv-0360130,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,I’ll,fs-wiv-0360150,,i|will,#pns|vmb,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,bring,fs-wiv-0360170,,bring,#vvi,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,linen,fs-wiv-0360190,,linen,#n1,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,for,fs-wiv-0360210,,for,#acp-p,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,
w,,4.2.100,him,fs-wiv-0360230,,he,#pno,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
lb,,4.2.101,,ftln-2165,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
w,,4.2.101,straight,fs-wiv-0360240,,straight,#av,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
pc,,4.2.101,.,fs-wiv-0360250,,,,,,4,2,#MistressFord_Wiv #MistressPage_Wiv,122,#MistressFord_Wiv
stage,exit,SD 4.2.101,,stg-2165,{'#MistressFord_Wiv'},,,,,4,2,#MistressPage_Wiv,123,
w,,SD 4.2.101,She,fs-wiv-0360260,,,,,,4,2,#MistressPage_Wiv,123,
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,SD 4.2.101,exits,fs-wiv-0360280,,,,,,4,2,#MistressPage_Wiv,123,
pc,,SD 4.2.101,.,fs-wiv-0360290,,,,,,4,2,#MistressPage_Wiv,123,
sp,,,,sp-2166,{'#MistressPage_Wiv'},,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
p,,,,p-2166,,,,,,4,2,#MistressPage_Wiv,123,
lb,,4.2.102,,ftln-2166,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
w,,4.2.102,Hang,fs-wiv-0360330,,hang,#vvb,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.102,him,fs-wiv-0360350,,he,#pno,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.102,",",fs-wiv-0360360,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.102,dishonest,fs-wiv-0360380,,dishonest,#j,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.102,varlet,fs-wiv-0360400,,varlet,#n1,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.102,!,fs-wiv-0360410,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.102,We,fs-wiv-0360430,,we,#pns,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.102,cannot,fs-wiv-0360450,,can,#vmb-x,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
lb,,4.2.103,,ftln-2167,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
w,,4.2.103,misuse,fs-wiv-0360460,,misuse,#vvi,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.103,him,fs-wiv-0360480,,he,#pno,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.103,enough,fs-wiv-0360500,,enough,#av_d,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.103,.,fs-wiv-0360510,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
l,,4.2.104,,ftln-2168,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
w,,4.2.104,We’ll,fs-wiv-0360520,,we|will,#pns|vmb,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,leave,fs-wiv-0360540,,leave,#vvi,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,a,fs-wiv-0360560,,a,#d,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,proof,fs-wiv-0360580,,proof,#n1,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.104,",",fs-wiv-0360590,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,by,fs-wiv-0360610,,by,#acp-p,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,that,fs-wiv-0360630,,that,#d,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,which,fs-wiv-0360650,,which,#crq-r,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,we,fs-wiv-0360670,,we,#pns,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,will,fs-wiv-0360690,,will,#vmb,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.104,do,fs-wiv-0360710,,do,#vvi,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.104,",",fs-wiv-0360720,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
l,,4.2.105,,ftln-2169,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
w,,4.2.105,Wives,fs-wiv-0360730,,wife,#n2,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,may,fs-wiv-0360750,,may,#vmb,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,be,fs-wiv-0360770,,be,#vvi,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,merry,fs-wiv-0360790,,merry,#j,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,and,fs-wiv-0360810,,and,#cc,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,yet,fs-wiv-0360830,,yet,#av,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,honest,fs-wiv-0360850,,honest,#j,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.105,too,fs-wiv-0360870,,too,#av,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.105,.,fs-wiv-0360880,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
l,,4.2.106,,ftln-2170,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
w,,4.2.106,We,fs-wiv-0360890,,we,#pns,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,do,fs-wiv-0360910,,do,#vvb,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,not,fs-wiv-0360930,,not,#xx,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,act,fs-wiv-0360950,,act,#vvi,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,that,fs-wiv-0360970,,that,#d,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,often,fs-wiv-0360990,,often,#av,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,jest,fs-wiv-0361010,,jest,#vvb,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,and,fs-wiv-0361030,,and,#cc,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.106,laugh,fs-wiv-0361050,,laugh,#vvi,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.106,;,fs-wiv-0361060,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
l,,4.2.107,,ftln-2171,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
w,,4.2.107,’Tis,fs-wiv-0361070,,it|be,#pn|vvz,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,old,fs-wiv-0361090,,old,#j,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,but,fs-wiv-0361110,,but,#acp-cc,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,true,fs-wiv-0361130,,true,#j,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.107,:,fs-wiv-0361140,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
pc,,,“,fs-wiv--0045s,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,Still,fs-wiv-0361160,,still,#av,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,swine,fs-wiv-0361180,,swine,#n1,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,eats,fs-wiv-0361200,,eat,#vvz,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,all,fs-wiv-0361220,,all,#d,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,the,fs-wiv-0361240,,the,#d,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
c,,, ,,,,,,,4,2,#MistressPage_Wiv,123,
w,,4.2.107,draff,fs-wiv-0361260,,draff,#n1,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,4.2.107,.,fs-wiv-0361270,,,,,,4,2,#MistressPage_Wiv,123,#MistressPage_Wiv
pc,,,”,fs-wiv--0045e,,,,,,4,2,#MistressPage_Wiv,123,
stage,exit,SD 4.2.107.1,,stg-2171.1,{'#MistressPage_Wiv'},,,,,4,2,,124,
w,,SD 4.2.107.1,She,fs-wiv-0361280,,,,,,4,2,,124,
c,,, ,,,,,,,4,2,,124,
w,,SD 4.2.107.1,exits,fs-wiv-0361300,,,,,,4,2,,124,
pc,,SD 4.2.107.1,.,fs-wiv-0361310,,,,,,4,2,,124,
stage,entrance,SD 4.2.107.2,,stg-2171.2,"{'#MistressFord_Wiv', '#Robert_Wiv', '#John_Wiv'}",,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,Enter,fs-wiv-0361320,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,Mistress,fs-wiv-0361340,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,Ford,fs-wiv-0361360,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,with,fs-wiv-0361380,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,Robert,fs-wiv-0361400,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,and,fs-wiv-0361420,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,John,fs-wiv-0361440,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
pc,,SD 4.2.107.2,",",fs-wiv-0361450,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,who,fs-wiv-0361460,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,bring,fs-wiv-0361480,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,the,fs-wiv-0361500,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,SD 4.2.107.2,buck-basket,fs-wiv-0361520,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
pc,,SD 4.2.107.2,.,fs-wiv-0361530,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
sp,,,,sp-2172,{'#MistressFord_Wiv'},,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
p,,,,p-2172,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
lb,,4.2.108,,ftln-2172,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
w,,4.2.108,Go,fs-wiv-0361570,,go,#vvb,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.108,",",fs-wiv-0361580,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,sirs,fs-wiv-0361600,,sir,#n2,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.108,",",fs-wiv-0361610,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,take,fs-wiv-0361630,,take,#vvb,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,the,fs-wiv-0361650,,the,#d,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,basket,fs-wiv-0361670,,basket,#n1,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,again,fs-wiv-0361690,,again,#av,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,on,fs-wiv-0361710,,on,#acp-p,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.108,your,fs-wiv-0361730,,your,#po,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
lb,,4.2.109,,ftln-2173,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
w,,4.2.109,shoulders,fs-wiv-0361740,,shoulder,#n2,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.109,.,fs-wiv-0361750,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,Your,fs-wiv-0361770,,your,#po,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,master,fs-wiv-0361790,,master,#n1,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,is,fs-wiv-0361810,,be,#vvz,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,hard,fs-wiv-0361830,,hard,#j,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,at,fs-wiv-0361850,,at,#acp-p,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,door,fs-wiv-0361870,,door,#n1,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.109,.,fs-wiv-0361880,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,If,fs-wiv-0361900,,if,#cs,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,he,fs-wiv-0361920,,he,#pns,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.109,bid,fs-wiv-0361940,,bid,#vvb,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
lb,,4.2.110,,ftln-2174,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
w,,4.2.110,you,fs-wiv-0361950,,you,#pn,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,set,fs-wiv-0361970,,set,#vvi,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,it,fs-wiv-0361990,,it,#pn,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,down,fs-wiv-0362010,,down,#acp-av,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.110,",",fs-wiv-0362020,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,obey,fs-wiv-0362040,,obey,#vvb,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,him,fs-wiv-0362060,,he,#pno,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.110,.,fs-wiv-0362070,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,Quickly,fs-wiv-0362090,,quick,#av_j,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.110,",",fs-wiv-0362100,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,
w,,4.2.110,dispatch,fs-wiv-0362120,,dispatch,#vvb,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
pc,,4.2.110,.,fs-wiv-0362130,,,,,,4,2,#John_Wiv #MistressFord_Wiv #Robert_Wiv,125,#MistressFord_Wiv
stage,exit,SD 4.2.110.1,,stg-2174.1,{'#MistressFord_Wiv'},,,,,4,2,#John_Wiv #Robert_Wiv,126,
w,,SD 4.2.110.1,She,fs-wiv-0362140,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
c,,, ,,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
w,,SD 4.2.110.1,exits,fs-wiv-0362160,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
pc,,SD 4.2.110.1,.,fs-wiv-0362170,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
sp,,,,sp-2175,{'#Robert_Wiv'},,,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
p,,,,p-2175,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
lb,,4.2.111,,ftln-2175,,,,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
w,,4.2.111,Come,fs-wiv-0362190,,come,#vvb,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
pc,,4.2.111,",",fs-wiv-0362200,,,,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
w,,4.2.111,come,fs-wiv-0362220,,come,#vvb,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
pc,,4.2.111,",",fs-wiv-0362230,,,,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
w,,4.2.111,take,fs-wiv-0362250,,take,#vvb,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
c,,, ,,,,,,,4,2,#John_Wiv #Robert_Wiv,126,
w,,4.2.111,it,fs-wiv-0362270,,it,#pn,,,4,2,#John_Wiv #Robert_Wiv,126,#Robert_Wiv
