tag,type,n,text,xml:id,who,ana,rendition,lemma,part,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.99,streets,fs-tit-0387610,,#n2,,street,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.99,of,fs-tit-0387630,,#acp-p,,of,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.99,Rome,fs-tit-0387650,,#n1-nn,,Rome,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.99,",",fs-tit-0387660,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.100,,ftln-2256,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.100,And,fs-tit-0387670,,#cc,,and,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,when,fs-tit-0387690,,#crq-cs,,when,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,thou,fs-tit-0387710,,#pns,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,findst,fs-tit-0387730,,#vv2,,find,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,a,fs-tit-0387750,,#d,,a,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,man,fs-tit-0387770,,#n1,,man,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,that’s,fs-tit-0387790,,#cs|vvz,,that|be,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,like,fs-tit-0387810,,#acp-p,,like,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.100,thyself,fs-tit-0387830,,#px,,thyself,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.100,",",fs-tit-0387840,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.101,,ftln-2257,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.101,Good,fs-tit-0387850,,#j,,good,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.101,Murder,fs-tit-0387870,,#n1,,murder,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.101,",",fs-tit-0387880,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.101,stab,fs-tit-0387900,,#vvb,,stab,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.101,him,fs-tit-0387920,,#pno,,he,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.101,;,fs-tit-0387930,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.101,he’s,fs-tit-0387950,,#pns|vvz,,he|be,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.101,a,fs-tit-0387970,,#d,,a,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.101,murderer,fs-tit-0387990,,#n1,,murderer,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.101,.,fs-tit-0388000,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.102,,ftln-2258,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
stage,delivery,SD 5.2.102,,stg-2258,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,SD 5.2.102,To,fs-tit-0388010,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,SD 5.2.102,Chiron,fs-tit-0388030,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,SD 5.2.102,.,fs-tit-0388040,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,Go,fs-tit-0388060,,#vvb,,go,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,thou,fs-tit-0388080,,#pns,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,with,fs-tit-0388100,,#acp-p,,with,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,him,fs-tit-0388120,,#pno,,he,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.102,",",fs-tit-0388130,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,and,fs-tit-0388150,,#cc,,and,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,when,fs-tit-0388170,,#crq-cs,,when,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,it,fs-tit-0388190,,#pn,,it,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,is,fs-tit-0388210,,#vvz,,be,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.102,thy,fs-tit-0388230,,#po,,thy,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.103,hap,fs-tit-0388240,,#n1,,hap,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.104,,ftln-2260,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.104,To,fs-tit-0388250,,#acp-cs,,to,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,find,fs-tit-0388270,,#vvi,,find,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,another,fs-tit-0388290,,#d,,another,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,that,fs-tit-0388310,,#cs,,that,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,is,fs-tit-0388330,,#vvz,,be,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,like,fs-tit-0388350,,#acp-p,,like,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,to,fs-tit-0388370,,#acp-p,,to,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.104,thee,fs-tit-0388390,,#pno,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.104,",",fs-tit-0388400,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.105,,ftln-2261,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.105,Good,fs-tit-0388410,,#j,,good,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,Rapine,fs-tit-0388430,,#n1,,rapine,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.105,",",fs-tit-0388440,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,stab,fs-tit-0388460,,#vvb,,stab,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,him,fs-tit-0388480,,#pno,,he,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.105,;,fs-tit-0388490,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,he,fs-tit-0388510,,#pns,,he,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,is,fs-tit-0388530,,#vvz,,be,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,a,fs-tit-0388550,,#d,,a,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.105,ravisher,fs-tit-0388570,,#n1,,ravisher,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.105,.,fs-tit-0388580,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.106,,ftln-2262,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
stage,delivery,SD 5.2.106,,stg-2262,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,SD 5.2.106,To,fs-tit-0388590,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,SD 5.2.106,Tamora,fs-tit-0388610,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,SD 5.2.106,.,fs-tit-0388620,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,Go,fs-tit-0388640,,#vvb,,go,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,thou,fs-tit-0388660,,#pns,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,with,fs-tit-0388680,,#acp-p,,with,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,them,fs-tit-0388700,,#pno,,they,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.106,;,fs-tit-0388710,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,and,fs-tit-0388730,,#cc,,and,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,in,fs-tit-0388750,,#acp-p,,in,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.106,the,fs-tit-0388770,,#d,,the,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.107,Emperor’s,fs-tit-0388780,,#n1g,,emperor,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.107,court,fs-tit-0388800,,#n1,,court,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.108,,ftln-2264,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.108,There,fs-tit-0388810,,#acp-av,,there,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,is,fs-tit-0388830,,#vvz,,be,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,a,fs-tit-0388850,,#d,,a,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,queen,fs-tit-0388870,,#n1,,queen,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,attended,fs-tit-0388890,,#vvn,,attend,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,by,fs-tit-0388910,,#acp-p,,by,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,a,fs-tit-0388930,,#d,,a,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.108,Moor,fs-tit-0388950,,#n1-nn,,moor,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.108,.,fs-tit-0388960,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.109,,ftln-2265,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.109,Well,fs-tit-0388970,,#av,,well,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,shalt,fs-tit-0388990,,#vm2,,shall,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,thou,fs-tit-0389010,,#pns,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,know,fs-tit-0389030,,#vvi,,know,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,her,fs-tit-0389050,,#pno,,she,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,by,fs-tit-0389070,,#acp-p,,by,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,thine,fs-tit-0389090,,#po,,thy,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,own,fs-tit-0389110,,#d,,own,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.109,proportion,fs-tit-0389130,,#n1,,proportion,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.109,",",fs-tit-0389140,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.110,,ftln-2266,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.110,For,fs-tit-0389150,,#acp-cs,,for,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,up,fs-tit-0389170,,#acp-av,,up,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,and,fs-tit-0389190,,#cc,,and,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,down,fs-tit-0389210,,#acp-av,,down,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,she,fs-tit-0389230,,#pns,,she,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,doth,fs-tit-0389250,,#vvz,,do,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,resemble,fs-tit-0389270,,#vvi,,resemble,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.110,thee,fs-tit-0389290,,#pno,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.110,.,fs-tit-0389300,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
l,,5.2.111,,ftln-2267,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
w,,5.2.111,I,fs-tit-0389310,,#pns,,i,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.111,pray,fs-tit-0389330,,#vvb,,pray,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.111,thee,fs-tit-0389350,,#pno,,thou,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
pc,,5.2.111,",",fs-tit-0389360,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
w,,5.2.111,do,fs-tit-0389380,,#vvb,,do,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,#Titus_Tit
c,,, ,,,,,,,5,2,#Chiron_Tit #Demetrius_Tit #Tamora_Tit #Titus_Tit,87,
